dataset_idx,statement,generated_with,eval_text,eval_image,eval_both
75,Both scenes feature a painting of a boy.,both,one,one,one
75,Both scenes have a painting of a girl.,both,one,one,one
75,Both scenes have a painting of a soccer ball.,both,one,one,one
75,Both scenes have a painting of a frog.,both,one,one,one
75,Both scenes have a green strip with numbers on it.,both,one,one,one
76,Both scenes have a nighttime setting.,text,one,both,both
76,Both scenes feature a prominent object in the foreground: a statue and a car.,text,one,both,both
76,"Both scenes include elements of nature, such as palm trees and trees.",text,both,both,both
76,Both scenes have a sky visible in the background.,text,one,both,one
76,"Both scenes have a sense of depth and perspective, with the statue being viewed from an angled front view and the car being viewed from a high angle looking down.",text,both,one,one
76,Similarities between the two side-by-side images are as follows:,image,one,one,one
76,"Both images are taken at night, as indicated by the dark sky and artificial lighting.",image,one,one,one
76,The presence of palm trees in the background suggests a tropical or subtropical location for both scenes.,image,one,both,one
76,"Both images feature a man dressed in a red coat, which is a common element in both pictures.",image,one,one,one
76,"The man in the left image is holding a sword, while the man in the right image does not have a visible weapon.",image,one,one,one
76,"Both men are wearing hats, with the man on the left wearing a tricorner hat and the man on the right wearing a flat cap.",image,one,one,one
76,Both images have a nighttime setting.,both,one,both,one
76,There is a presence of trees in both images.,both,both,both,both
76,Both the statue and the car have elements of blue in their appearance.,both,both,both,both
76,The BMW logo is visible in both images.,both,one,one,one
76,"Both images have a sense of reflection, with the statue's reflection in the sky and the car's hood reflecting the trees and sky.",both,one,one,one
77,Both scenes involve a wall as a central element.,text,both,both,both
77,Both scenes have some form of lettering or writing on the wall.,text,both,both,both
77,Both scenes have a light source shining on the wall.,text,one,one,one
77,Both scenes have a floor visible in the image.,text,one,one,one
77,Both scenes have a sense of indoor setting.,text,both,one,one
77,Similarities between the two images include:,image,one,one,one
77,"Both images feature the word ""AVOCADO"" prominently displayed.",image,one,one,one
77,"The font style of the word ""AVOCADO"" is similar in both images, with a cursive and stylized appearance.",image,one,one,one
77,Both images have a background that includes a red and white color scheme.,image,one,both,one
77,"The tiles in the background of both images are arranged in a similar pattern, with red tiles separated by white grout lines.",image,one,both,one
77,The overall theme of the images suggests they are related to a place or product associated with avocados.,image,one,both,one
77,Both scenes feature a sign related to food or beverages (avocado and soda).,both,both,both,both
77,Both signs are prominently displayed on a wall.,both,both,both,both
77,Both walls have a tiled design.,both,one,both,one
77,Both scenes include a baseboard at the bottom of the wall.,both,one,both,one
77,"Both images show a portion of the floor, with Scene 1 having a gray concrete floor and Scene 2's floor not being fully visible.",both,one,one,one
78,Both scenes have a nighttime setting.,text,both,both,both
78,Both scenes feature reflections on window panes or surfaces.,text,one,one,one
78,Both scenes include traffic lights and street signs.,text,one,both,one
78,Both scenes have trees and branches in the background.,text,both,one,one
78,Both scenes have a mix of illuminated and shadowed elements.,text,both,both,both
78,Similarities between the two side-by-side images include:,image,one,one,one
78,Both images feature a traffic light with a red light illuminated.,image,one,one,one
78,"There is a neon sign with the word ""NOHTARAM"" visible in both images.",image,one,one,one
78,"The sky in both images appears to be overcast, suggesting similar weather conditions.",image,one,both,both
78,"The buildings in the background are present in both images, indicating that the perspective is from the same location.",image,one,one,one
78,"The time of day in both images seems to be around dusk or dawn, as indicated by the lighting and the sky's color.",image,one,one,both
78,Both scenes involve reflections on window panes.,both,one,one,one
78,Both scenes include traffic lights with red lights illuminated.,both,one,both,both
78,"Both scenes have a nighttime setting, indicated by the dark sky and artificial lighting.",both,both,both,both
78,"Both scenes feature some form of signage, with ""MARATHON"" in Scene 1 and ""TRAIN"" in Scene 2.",both,both,one,both
78,"Both scenes include elements of urban infrastructure, such as buildings and street signs.",both,both,both,both
79,Both scenes involve playing cards.,text,one,both,both
79,Both scenes have a close-up view.,text,both,both,both
79,Both scenes involve a human hand holding the cards.,text,one,one,both
79,Both scenes have a focus on the cards being held.,text,one,one,both
79,Both scenes have a background that is not the main focus of the image.,text,both,both,both
79,Similarities between the two images are as follows:,image,one,both,one
79,Both images feature a human hand.,image,one,both,both
79,The hand in each image is holding cards.,image,one,both,both
79,The cards in both images are playing cards.,image,both,both,both
79,"The cards in the left image are arranged in a specific sequence, while the right image shows a spread of cards.",image,one,both,one
79,The overall theme of both images is related to card games or card-related activities.,image,one,both,both
79,Both images feature playing cards as a central element.,both,one,both,both
79,"In both scenes, the cards are being held by a person's hands.",both,one,one,one
79,"The cards in both images have a similar color scheme, with hearts, diamonds, spades, and clubs visible.",both,one,both,one
79,Both images have a close-up view of the hands holding the cards.,both,one,one,both
79,"The background in both images is blurred, focusing attention on the cards and the hands holding them.",both,both,both,both
